customer_id,signup_date,churn_date,region,age,plan,service,contract,payment_method,monthly_charges,support_tickets,avg_satisfaction,data_usage_gb,add_ons,late_payments,churned
C101332,2024-08-10,,East,33,Standard,5G,2 Year,Auto-debit,1095,1,2.8,40.5,1,0,0
C101333,2022-10-02,,Central,52,Standard,5G,1 Year,Auto-debit,980,1,4.6,67.1,0,1,0
C101334,2025-08-12,,Central,24,Standard,Fiber,1 Year,Auto-debit,1080,2,2.0,37.1,2,2,0
C101335,2025-05-29,,West,51,Basic,Fiber,Month-to-Month,Auto-debit,713,3,3.0,53.3,3,0,0
C101336,2025-03-15,,North,21,Standard,Fiber,Month-to-Month,Credit Card,1023,0,3.7,46.7,1,0,0
C101337,2024-12-05,,East,19,Basic,5G,2 Year,Credit Card,650,1,3.5,65.9,1,0,0
C101338,2024-10-20,2025-09-28,West,20,Basic,5G,Month-to-Month,Auto-debit,702,2,2.7,18.1,2,0,1
C101339,2025-07-03,2025-10-12,South,39,Standard,Fiber,Month-to-Month,UPI,1367,1,2.5,53.7,4,0,1
C101340,2024-12-08,,North,47,Premium,5G,Month-to-Month,Auto-debit,2031,1,3.9,212.4,3,0,0
C101341,2024-08-04,,West,54,Premium,Fiber,1 Year,UPI,2023,3,3.1,253.8,4,0,0
C101342,2024-03-13,2024-12-24,East,53,Premium,Fiber,Month-to-Month,Auto-debit,1861,5,3.0,118.3,2,1,1
C101343,2025-05-10,,East,48,Standard,Fiber,Month-to-Month,Credit Card,913,1,2.4,60.7,0,1,0
C101344,2025-08-19,2025-11-25,Central,28,Basic,5G,1 Year,Auto-debit,500,4,4.0,46.9,0,1,1
C101345,2024-07-04,,East,28,Standard,5G,Month-to-Month,Credit Card,984,2,3.2,205.6,0,0,0
C101346,2024-07-07,,South,47,Premium,5G,Month-to-Month,Net Banking,1970,2,1.4,103.1,2,1,0
C101347,2024-02-19,,South,55,Standard,Fiber,2 Year,Auto-debit,1054,1,3.7,73.8,1,0,0
C101348,2022-11-07,,South,26,Standard,5G,2 Year,Credit Card,1112,5,2.2,43.5,1,1,0
C101349,2023-07-20,2024-02-24,North,54,Standard,Broadband,Month-to-Month,UPI,1186,3,2.3,52.5,4,2,1
C101350,2025-02-23,2025-06-28,West,18,Standard,Fiber,Month-to-Month,UPI,859,4,3.7,91.9,0,0,1
C101351,2025-10-19,2025-11-12,West,43,Premium,5G,Month-to-Month,Credit Card,1747,3,3.9,184.3,0,0,1
C101352,2024-03-25,2024-08-15,South,37,Standard,Fiber,Month-to-Month,Net Banking,1010,5,2.8,85.7,1,3,1
C101353,2022-03-31,,South,36,Standard,Fiber,2 Year,Net Banking,1225,2,3.4,111.6,3,2,0
C101354,2024-12-18,,West,38,Basic,5G,1 Year,UPI,899,2,3.7,26.8,4,2,0
C101355,2025-09-24,2025-10-28,North,28,Standard,Fiber,Month-to-Month,UPI,1081,2,2.2,42.5,1,0,1
C101356,2022-10-15,,East,43,Basic,5G,1 Year,Auto-debit,570,1,3.7,65.8,1,0,0
C101357,2023-10-16,,East,39,Premium,Broadband,Month-to-Month,Net Banking,1534,0,,92.9,2,0,0
C101358,2025-03-09,,West,49,Standard,Fiber,Month-to-Month,UPI,1269,2,4.0,41.0,4,0,0
C101359,2023-04-03,,North,57,Standard,Fiber,2 Year,UPI,894,0,3.1,81.6,0,1,0
C101360,2024-05-09,,West,40,Basic,Broadband,Month-to-Month,UPI,838,3,3.2,46.2,4,0,0
C101361,2023-07-18,,South,28,Standard,5G,Month-to-Month,Auto-debit,1343,0,3.0,67.0,4,0,0
C101362,2025-05-07,,East,24,Standard,Broadband,2 Year,Net Banking,851,1,3.7,163.0,1,0,0
C101363,2024-09-03,,North,58,Basic,Fiber,Month-to-Month,Net Banking,772,1,,112.9,3,1,0
C101364,2025-11-16,2025-11-23,East,57,Premium,5G,Month-to-Month,Net Banking,2080,2,2.9,190.5,3,1,1
C101365,2025-10-13,2025-11-10,East,49,Basic,Broadband,Month-to-Month,Auto-debit,337,3,3.3,54.8,0,0,1
C101366,2025-11-19,,North,39,Standard,Fiber,Month-to-Month,UPI,1046,2,2.8,146.9,2,0,0
C101367,2024-12-30,,North,48,Basic,Broadband,Month-to-Month,UPI,467,4,2.2,47.8,1,0,0
C101368,2023-08-09,,North,54,Standard,5G,Month-to-Month,Credit Card,1025,1,3.8,66.9,0,0,0
C101369,2024-08-02,,South,31,Standard,Broadband,Month-to-Month,Auto-debit,1003,1,2.5,55.0,2,1,0
C101370,2024-09-17,,North,38,Premium,Fiber,Month-to-Month,Credit Card,1876,3,3.0,79.7,3,4,0
C101371,2023-03-21,,Central,25,Basic,5G,1 Year,Credit Card,726,2,2.2,70.3,2,0,0
C101372,2024-06-01,,South,36,Premium,Fiber,2 Year,Auto-debit,1614,1,2.8,55.6,0,0,0
C101373,2024-09-15,,West,57,Standard,Broadband,1 Year,UPI,1191,3,3.9,54.8,4,0,0
C101374,2024-02-14,,Central,51,Basic,Fiber,1 Year,Credit Card,394,0,3.5,37.1,0,0,0
C101375,2025-10-21,,North,40,Basic,Fiber,2 Year,Net Banking,527,0,3.3,21.9,1,1,0
C101376,2025-07-24,2025-10-31,East,18,Basic,Broadband,Month-to-Month,Auto-debit,675,0,4.4,36.4,2,0,1
C101377,2023-09-29,,West,30,Premium,Fiber,Month-to-Month,UPI,1991,3,4.4,123.6,4,1,0
C101378,2023-08-18,,East,39,Basic,5G,Month-to-Month,Credit Card,757,2,3.5,73.9,3,0,0
C101379,2023-11-24,2024-08-08,South,35,Standard,Fiber,Month-to-Month,Auto-debit,904,2,4.0,57.2,0,0,1
C101380,2024-06-01,,South,38,Standard,5G,2 Year,Net Banking,1202,0,3.4,77.5,2,2,0
C101381,2024-04-01,2025-05-27,North,41,Premium,Fiber,Month-to-Month,Net Banking,2040,3,3.3,55.9,4,1,1
C101382,2024-07-25,,East,32,Standard,5G,2 Year,UPI,1123,3,3.1,40.1,1,0,0
C101383,2022-10-01,,Central,38,Standard,5G,Month-to-Month,UPI,1368,3,3.3,28.5,4,0,0
C101384,2024-02-23,,Central,36,Basic,Fiber,Month-to-Month,UPI,708,0,4.5,72.1,2,0,0
C101385,2025-09-06,2025-11-07,North,30,Premium,Fiber,Month-to-Month,UPI,1938,2,2.5,100.1,3,0,1
C101386,2025-05-27,2025-09-22,West,60,Basic,Fiber,Month-to-Month,Auto-debit,738,4,2.2,49.4,3,0,1
C101387,2024-03-26,,South,32,Basic,5G,Month-to-Month,Net Banking,890,0,3.5,57.5,4,1,0
C101388,2025-05-26,2025-08-07,Central,18,Premium,Fiber,1 Year,Auto-debit,1930,2,2.8,176.7,3,0,1
C101389,2022-08-19,2023-05-04,North,59,Basic,Fiber,Month-to-Month,UPI,700,2,3.5,120.5,2,0,1
C101390,2024-04-03,,Central,28,Basic,Fiber,2 Year,UPI,596,1,3.7,43.3,2,2,0
C101391,2024-09-05,,West,49,Standard,5G,2 Year,Auto-debit,1299,0,3.8,51.6,3,0,0
C101392,2025-05-16,,North,30,Basic,5G,Month-to-Month,UPI,696,2,3.0,62.7,2,0,0
C101393,2022-03-07,,North,45,Basic,5G,2 Year,UPI,476,1,4.5,144.1,0,0,0
C101394,2025-07-28,2025-09-18,West,37,Standard,Broadband,Month-to-Month,UPI,1172,3,3.2,56.3,4,1,1
C101395,2023-10-05,,North,50,Standard,5G,Month-to-Month,UPI,1140,1,3.4,49.5,1,1,0
C101396,2024-05-04,,East,35,Premium,Broadband,Month-to-Month,UPI,1717,1,3.8,32.9,3,0,0
C101397,2024-04-08,,Central,30,Basic,5G,1 Year,UPI,781,1,4.1,15.7,2,0,0
C101398,2025-06-15,2025-10-20,East,41,Standard,Fiber,Month-to-Month,Auto-debit,896,4,2.9,149.9,0,0,1
C101399,2024-03-20,,South,33,Premium,Broadband,1 Year,UPI,1800,3,2.6,108.1,4,0,0
C101400,2025-07-24,,South,18,Basic,Broadband,2 Year,Credit Card,411,2,4.5,25.0,0,1,0
C101401,2023-11-29,,North,31,Basic,5G,Month-to-Month,Credit Card,931,2,3.6,44.3,4,1,0
C101402,2023-12-11,,Central,72,Basic,Fiber,2 Year,Credit Card,909,1,2.7,162.4,4,0,0
C101403,2025-02-24,,South,18,Standard,Fiber,1 Year,Credit Card,1121,1,2.3,,2,0,0
C101404,2023-09-13,,North,41,Basic,5G,Month-to-Month,UPI,851,1,4.0,115.2,4,0,0
C101405,2025-07-14,2025-11-09,South,35,Standard,5G,Month-to-Month,UPI,1366,2,4.2,46.1,4,0,1
C101406,2022-07-27,2025-07-20,Central,60,Premium,5G,Month-to-Month,Credit Card,2150,1,4.1,244.7,4,0,1
C101407,2024-12-13,,North,25,Basic,Fiber,Month-to-Month,Auto-debit,801,2,3.7,33.4,3,1,0
C101408,2024-12-04,2025-10-28,West,39,Standard,5G,1 Year,Credit Card,1337,4,3.2,50.2,4,1,1
C101409,2023-07-18,,West,46,Basic,Fiber,Month-to-Month,Credit Card,709,1,3.6,27.6,3,0,0
C101410,2022-11-09,,West,36,Basic,Fiber,Month-to-Month,Auto-debit,885,1,2.4,37.6,4,1,0
C101411,2025-01-04,,Central,29,Standard,Fiber,1 Year,Auto-debit,867,1,3.1,120.1,0,1,0
C101412,2025-09-19,,West,38,Standard,Broadband,1 Year,Auto-debit,952,2,3.9,57.9,2,0,0
C101413,2025-03-05,,Central,34,Premium,5G,2 Year,Credit Card,1992,3,3.7,201.3,2,0,0
C101414,2024-09-02,,North,34,Standard,Broadband,Month-to-Month,Auto-debit,1186,2,3.2,51.5,4,0,0
C101415,2023-09-29,,West,49,Basic,5G,1 Year,Credit Card,685,1,3.2,42.4,2,0,0
C101416,2025-10-07,2025-12-17,East,43,Standard,Broadband,Month-to-Month,Net Banking,1052,1,3.7,56.5,2,1,1
C101417,2025-02-19,,East,45,Basic,5G,1 Year,Auto-debit,753,0,3.6,109.4,3,1,0
C101418,2024-12-06,,Central,42,Premium,Broadband,Month-to-Month,Credit Card,1645,3,3.2,152.7,3,0,0
C101419,2025-10-10,,Central,50,Standard,Broadband,Month-to-Month,Auto-debit,1062,2,3.4,85.0,2,0,0
C101420,2023-10-30,,West,54,Basic,5G,2 Year,Auto-debit,904,2,2.8,38.5,4,1,0
C101421,2024-11-02,,East,35,Standard,Fiber,1 Year,Credit Card,1342,0,4.4,55.1,4,0,0
C101422,2022-12-09,,South,48,Standard,5G,1 Year,UPI,1283,2,3.2,44.6,3,0,0
C101423,2022-06-08,,South,22,Premium,Fiber,Month-to-Month,Auto-debit,2001,1,4.1,228.4,4,0,0
C101424,2023-05-28,,South,18,Basic,Fiber,1 Year,UPI,431,3,3.1,19.7,0,1,0
C101425,2024-05-15,,South,60,Basic,5G,Month-to-Month,Credit Card,709,0,4.9,36.9,2,0,0
C101426,2024-03-29,,North,34,Basic,Broadband,Month-to-Month,UPI,432,0,4.2,,0,0,0
C101427,2025-12-03,2025-12-09,North,41,Basic,Fiber,Month-to-Month,Auto-debit,764,1,3.8,19.1,3,1,1
C101428,2023-07-26,2025-06-28,West,23,Standard,Fiber,Month-to-Month,Auto-debit,961,4,3.1,80.6,0,0,1
C101429,2024-01-21,,South,23,Basic,Broadband,Month-to-Month,UPI,623,3,4.5,28.6,2,2,0
C101430,2024-09-10,,Central,29,Standard,Fiber,1 Year,Net Banking,1174,2,3.3,74.7,3,2,0
C101431,2022-05-11,,East,46,Standard,Fiber,Month-to-Month,Auto-debit,1210,1,3.7,67.7,3,0,0
C101432,2023-11-15,,North,32,Basic,5G,2 Year,UPI,481,3,3.1,14.3,0,0,0
C101433,2024-03-15,,North,34,Premium,Broadband,2 Year,UPI,1627,3,1.9,162.2,2,1,0
C101434,2023-07-03,2024-09-15,North,29,Standard,5G,Month-to-Month,UPI,1314,1,3.6,45.0,3,0,1
C101435,2025-01-02,,Central,52,Basic,5G,1 Year,Auto-debit,900,1,4.3,33.6,4,0,0
C101436,2023-02-25,,North,48,Standard,Fiber,Month-to-Month,Credit Card,1355,1,3.9,75.6,4,1,0
C101437,2023-10-24,,East,32,Basic,Fiber,2 Year,UPI,780,2,4.4,53.4,4,0,0
C101438,2025-09-16,2025-12-14,Central,46,Premium,Broadband,Month-to-Month,UPI,1474,7,2.8,147.5,1,1,1
C101439,2022-07-08,2024-01-26,Central,35,Standard,Broadband,Month-to-Month,Credit Card,1075,3,3.4,109.4,3,0,1
C101440,2024-02-11,,South,34,Standard,Fiber,Month-to-Month,UPI,929,1,4.2,21.5,0,0,0
C101441,2023-09-10,,North,37,Premium,Fiber,2 Year,Net Banking,1730,1,4.0,150.1,1,0,0
C101442,2024-12-16,,North,46,Premium,Fiber,Month-to-Month,UPI,1708,0,3.8,118.6,1,1,0
C101443,2022-12-02,,North,27,Premium,Fiber,2 Year,Auto-debit,1754,0,3.9,89.4,2,3,0
C101444,2023-05-10,2025-12-05,North,44,Basic,Fiber,Month-to-Month,Net Banking,871,2,1.6,50.4,4,0,1
C101445,2025-02-15,,East,68,Basic,Fiber,1 Year,Auto-debit,860,0,4.9,70.1,4,1,0
C101446,2022-04-12,2023-06-14,Central,40,Standard,Broadband,Month-to-Month,UPI,1136,2,3.2,47.5,4,2,1
C101447,2024-02-03,,East,38,Standard,Fiber,Month-to-Month,Net Banking,1303,0,3.1,148.6,4,2,0
C101448,2025-02-13,,East,37,Standard,5G,Month-to-Month,Auto-debit,1014,1,3.3,130.7,0,1,0
C101449,2022-08-10,,North,44,Standard,5G,Month-to-Month,Credit Card,1461,1,4.8,88.7,4,1,0
C101450,2025-01-16,,West,19,Basic,Broadband,1 Year,UPI,751,3,3.1,24.0,4,0,0
C101451,2025-03-15,,East,58,Basic,Broadband,1 Year,UPI,728,3,3.2,129.9,3,0,0
C101452,2023-11-15,2025-11-14,West,50,Standard,Fiber,Month-to-Month,Net Banking,876,3,4.5,85.0,0,1,1
C101453,2024-03-07,2025-04-13,Central,30,Basic,Fiber,Month-to-Month,Credit Card,705,5,3.1,47.6,3,1,1
C101454,2024-03-13,,South,38,Standard,5G,Month-to-Month,Auto-debit,1247,1,3.3,78.0,3,0,0
C101455,2023-11-15,,North,31,Standard,Fiber,1 Year,Auto-debit,943,3,1.9,97.2,0,1,0
C101456,2025-10-07,,South,42,Standard,Fiber,1 Year,Net Banking,1023,1,4.0,117.2,1,2,0
C101457,2024-11-27,2025-04-21,South,39,Standard,Fiber,2 Year,Auto-debit,1203,2,2.8,72.8,3,2,1
C101458,2022-12-06,,Central,41,Standard,Broadband,2 Year,Net Banking,817,7,2.5,39.6,0,1,0
C101459,2023-11-22,,South,26,Standard,Fiber,Month-to-Month,UPI,1019,1,3.5,123.7,1,1,0
C101460,2023-09-12,2025-06-18,West,32,Basic,5G,Month-to-Month,UPI,800,3,3.3,29.4,3,0,1
C101461,2025-08-30,,East,52,Standard,5G,2 Year,Auto-debit,1383,1,4.2,44.6,4,0,0
C101462,2025-10-19,,North,32,Standard,5G,Month-to-Month,UPI,1057,1,2.3,71.4,1,0,0
C101463,2025-04-13,,South,18,Basic,Fiber,Month-to-Month,Auto-debit,527,1,3.6,35.2,0,1,0
C101464,2025-10-21,,East,36,Standard,Broadband,Month-to-Month,UPI,1251,5,2.5,89.1,4,0,0
C101465,2022-07-12,,West,67,Premium,5G,1 Year,UPI,2208,2,3.7,156.8,4,0,0
C101466,2025-11-10,,South,48,Basic,5G,1 Year,Auto-debit,873,0,4.2,35.0,4,0,0
C101467,2022-02-07,,South,31,Standard,Fiber,2 Year,Auto-debit,1090,3,3.2,78.3,2,0,0
C101468,2023-11-21,2024-04-16,West,37,Premium,Broadband,Month-to-Month,Auto-debit,1679,3,2.8,92.5,3,1,1
C101469,2024-08-08,2025-12-27,North,46,Premium,Broadband,Month-to-Month,UPI,1442,5,2.0,173.0,0,1,1
C101470,2023-03-12,2024-04-21,Central,18,Standard,Fiber,Month-to-Month,UPI,1216,1,2.4,94.2,3,0,1
C101471,2024-01-24,,North,28,Standard,Fiber,1 Year,Net Banking,1194,1,3.6,105.5,3,1,0
C101472,2023-08-23,,North,43,Premium,Fiber,Month-to-Month,Auto-debit,1920,0,4.4,102.3,3,3,0
C101473,2025-04-27,,East,57,Standard,Fiber,2 Year,UPI,1186,1,3.3,83.9,3,1,0
C101474,2022-12-26,,East,33,Basic,Fiber,Month-to-Month,Net Banking,801,1,4.1,57.1,4,0,0
C101475,2025-02-02,,East,57,Basic,Fiber,1 Year,UPI,761,1,3.5,64.3,3,0,0
C101476,2024-07-21,2025-05-19,South,29,Premium,Fiber,2 Year,Net Banking,1588,2,3.4,164.3,0,4,1
C101477,2025-10-31,2025-12-14,Central,18,Standard,Broadband,Month-to-Month,UPI,1095,0,2.8,69.3,3,1,1
C101478,2024-12-14,2025-07-20,East,47,Basic,Broadband,1 Year,Auto-debit,589,3,2.7,24.9,3,0,1
C101479,2024-03-18,,East,44,Basic,Broadband,Month-to-Month,UPI,561,2,3.9,56.8,2,0,0
C101480,2022-07-27,,South,47,Standard,5G,2 Year,Net Banking,1294,2,4.3,92.4,3,0,0
C101481,2023-06-30,,North,46,Standard,5G,2 Year,Auto-debit,938,1,3.4,42.5,0,2,0
C101482,2025-04-23,,East,40,Premium,Fiber,1 Year,UPI,1649,2,4.1,180.1,1,0,0
C101483,2025-06-13,,South,35,Standard,5G,Month-to-Month,UPI,1396,2,4.3,79.7,4,1,0
C101484,2024-12-12,,East,35,Premium,Fiber,2 Year,Credit Card,1637,1,3.1,110.6,0,0,0
C101485,2024-06-30,,North,32,Premium,5G,2 Year,Net Banking,2109,2,,131.2,4,0,0
C101486,2023-07-13,,Central,33,Basic,Broadband,1 Year,Net Banking,488,0,3.9,70.4,1,1,0
C101487,2023-06-12,,East,18,Standard,Broadband,2 Year,Credit Card,1086,3,3.8,160.7,3,0,0
C101488,2024-12-22,,Central,23,Basic,Fiber,Month-to-Month,UPI,495,0,3.2,43.1,1,1,0
C101489,2023-10-18,,East,36,Premium,5G,Month-to-Month,Auto-debit,1796,3,3.5,105.1,0,0,0
C101490,2025-05-19,,North,18,Basic,Fiber,Month-to-Month,UPI,749,0,3.6,59.9,3,0,0
C101491,2022-12-16,2024-11-01,West,18,Standard,Fiber,Month-to-Month,Credit Card,1209,5,2.8,37.7,3,0,1
C101492,2024-02-06,,East,34,Premium,Fiber,Month-to-Month,Auto-debit,1624,0,4.9,181.5,0,1,0
C101493,2024-11-09,,West,36,Basic,Fiber,1 Year,Auto-debit,495,3,4.1,22.5,1,0,0
C101494,2023-04-26,,South,34,Premium,5G,Month-to-Month,UPI,1885,0,4.9,59.3,1,0,0
C101495,2023-05-13,2024-12-16,East,18,Basic,Fiber,Month-to-Month,UPI,897,2,2.6,96.1,4,1,1
C101496,2025-12-14,,West,57,Standard,Fiber,1 Year,Net Banking,1023,2,3.0,26.0,1,0,0
C101497,2023-10-06,,East,21,Standard,Broadband,1 Year,UPI,817,1,4.3,141.7,0,0,0
C101498,2025-06-24,,South,28,Basic,5G,2 Year,Net Banking,882,2,3.7,96.5,4,0,0
C101499,2024-01-06,,West,23,Standard,Fiber,Month-to-Month,Credit Card,953,2,3.1,87.3,0,0,0
C101500,2025-11-18,2025-12-09,West,54,Premium,5G,2 Year,UPI,1914,3,2.6,159.6,2,0,1
C101501,2024-11-20,,Central,43,Basic,5G,Month-to-Month,Credit Card,497,0,1.1,20.1,0,2,0
C101502,2023-03-26,,South,32,Standard,5G,Month-to-Month,Net Banking,1099,1,2.4,57.6,1,4,0
C101503,2024-12-27,,South,31,Premium,5G,1 Year,Auto-debit,2044,0,3.8,141.1,3,0,0
C101504,2024-11-05,2025-06-10,West,40,Standard,Broadband,Month-to-Month,UPI,842,5,2.3,86.9,0,2,1
C101505,2024-11-30,2025-12-28,East,23,Basic,Fiber,1 Year,UPI,843,2,3.6,55.2,3,0,1
C101506,2022-05-15,,West,43,Premium,5G,Month-to-Month,UPI,1942,0,4.4,139.0,2,0,0
C101507,2023-06-15,,South,31,Basic,Fiber,Month-to-Month,Net Banking,775,1,5.0,44.7,3,2,0
C101508,2023-03-19,,North,44,Standard,Broadband,Month-to-Month,Auto-debit,767,0,3.3,40.0,0,0,0
C101509,2023-12-16,2025-01-31,West,44,Standard,Fiber,Month-to-Month,Auto-debit,1059,1,2.2,87.9,1,0,1
C101510,2024-02-01,,North,31,Premium,Fiber,Month-to-Month,Auto-debit,1588,0,3.3,66.8,0,1,0
C101511,2025-05-22,,North,18,Basic,Broadband,Month-to-Month,Credit Card,921,1,4.7,36.8,4,1,0
C101512,2022-07-16,,East,35,Basic,5G,Month-to-Month,Auto-debit,828,1,3.6,88.7,4,0,0
C101513,2024-05-29,,West,21,Standard,Fiber,1 Year,UPI,1203,5,3.3,33.7,2,0,0
C101514,2025-02-15,,Central,39,Basic,Fiber,Month-to-Month,Credit Card,696,0,3.4,41.6,2,0,0
C101515,2023-09-14,,South,35,Standard,Fiber,1 Year,Credit Card,874,2,2.9,113.8,0,1,0
C101516,2022-07-15,,North,31,Standard,Broadband,1 Year,Auto-debit,1288,0,2.6,101.4,4,2,0
C101517,2022-06-18,,Central,22,Standard,5G,Month-to-Month,Auto-debit,1259,1,3.3,85.9,3,1,0
C101518,2023-03-08,,North,52,Basic,Fiber,Month-to-Month,UPI,446,3,3.1,31.5,0,1,0
C101519,2023-02-21,,North,33,Basic,5G,1 Year,Auto-debit,645,1,4.2,85.2,2,2,0
C101520,2024-10-04,,South,66,Premium,5G,2 Year,Auto-debit,1743,4,3.4,63.9,0,0,0
C101521,2023-06-10,,East,38,Standard,Fiber,Month-to-Month,Auto-debit,1115,0,5.0,104.2,2,1,0
C101522,2025-02-01,,Central,42,Basic,Broadband,2 Year,Credit Card,729,4,2.7,47.7,3,0,0
C101523,2024-08-30,2025-12-12,West,38,Basic,Fiber,Month-to-Month,Auto-debit,655,2,3.5,29.8,1,0,1
C101524,2024-08-28,,West,42,Basic,Broadband,Month-to-Month,Auto-debit,576,2,3.3,36.4,2,0,0
C101525,2022-12-30,,North,51,Premium,Broadband,Month-to-Month,Net Banking,1586,4,2.5,,3,2,0
C101526,2025-12-08,,South,51,Basic,Fiber,Month-to-Month,Credit Card,485,4,3.1,24.7,0,1,0
C101527,2025-03-27,,East,18,Basic,5G,Month-to-Month,Auto-debit,477,1,3.4,18.3,0,2,0
C101528,2022-07-21,2024-05-03,North,48,Standard,Broadband,Month-to-Month,Auto-debit,1070,1,4.7,53.6,2,0,1
C101529,2024-05-28,,South,44,Basic,5G,Month-to-Month,Credit Card,695,0,3.2,54.4,2,0,0
C101530,2024-06-28,,South,38,Basic,5G,1 Year,Auto-debit,567,3,2.8,90.1,1,0,0
C101531,2022-12-13,2024-04-17,North,59,Premium,Fiber,Month-to-Month,UPI,1766,2,2.6,119.4,2,0,1
C101532,2023-05-09,,East,59,Standard,Fiber,2 Year,Net Banking,944,0,4.0,32.6,0,1,0
C101533,2024-12-16,,West,49,Basic,5G,2 Year,UPI,785,1,2.6,46.4,3,1,0
C101534,2022-07-28,,North,31,Standard,Fiber,Month-to-Month,Credit Card,1275,2,3.3,113.1,3,0,0
C101535,2024-09-02,,East,24,Basic,Fiber,Month-to-Month,UPI,549,0,3.0,51.9,1,1,0
C101536,2025-09-22,2025-11-26,West,47,Basic,5G,Month-to-Month,UPI,852,5,1.9,56.6,3,0,1
C101537,2023-11-26,,West,54,Standard,Fiber,2 Year,UPI,963,2,2.8,28.9,1,0,0
C101538,2025-02-19,,West,18,Standard,Broadband,Month-to-Month,UPI,828,1,4.1,37.7,1,0,0
C101539,2025-04-01,,South,51,Standard,Broadband,Month-to-Month,UPI,931,3,3.0,68.9,1,0,0
C101540,2022-05-17,,West,35,Premium,Broadband,2 Year,Net Banking,1776,3,3.2,207.8,4,0,0
C101541,2025-10-15,,South,18,Basic,Fiber,Month-to-Month,UPI,646,1,3.9,29.8,2,0,0
C101542,2023-12-29,,South,44,Premium,5G,Month-to-Month,UPI,2005,1,3.3,130.6,3,1,0
C101543,2023-08-27,,North,49,Standard,Broadband,2 Year,UPI,855,3,1.7,80.1,1,0,0
C101544,2025-01-17,,East,34,Basic,Fiber,2 Year,UPI,880,2,2.5,26.3,4,0,0
C101545,2024-05-18,2025-10-28,South,25,Premium,5G,Month-to-Month,UPI,2045,3,3.0,81.6,3,1,1
C101546,2023-07-11,,South,59,Basic,5G,Month-to-Month,Auto-debit,456,1,3.5,43.7,0,0,0
C101547,2025-06-29,2025-09-21,West,30,Standard,Fiber,Month-to-Month,Credit Card,1049,1,3.9,61.4,1,0,1
C101548,2024-11-09,2025-01-19,South,52,Standard,Fiber,Month-to-Month,UPI,1164,0,3.7,111.1,2,1,1
C101549,2023-06-13,,South,20,Basic,5G,Month-to-Month,Credit Card,692,2,4.0,35.8,2,0,0
C101550,2024-07-24,,North,43,Premium,Fiber,Month-to-Month,UPI,2045,2,3.8,183.7,4,1,0
C101551,2025-07-20,,South,43,Basic,Broadband,1 Year,Net Banking,557,1,2.6,36.9,2,0,0
C101552,2023-05-28,2023-10-22,South,48,Premium,5G,1 Year,Auto-debit,1970,5,1.0,119.3,2,1,1
C101553,2024-06-01,,South,56,Basic,Fiber,2 Year,UPI,564,0,3.1,66.0,1,0,0
C101554,2024-04-22,,South,28,Basic,5G,2 Year,UPI,863,0,3.9,41.9,4,1,0
C101555,2023-12-13,,West,44,Basic,5G,Month-to-Month,Net Banking,878,2,3.6,35.7,3,1,0
C101556,2025-06-28,,Central,22,Premium,Fiber,Month-to-Month,UPI,1915,2,3.4,113.9,3,1,0
C101557,2025-10-22,,East,21,Basic,Broadband,Month-to-Month,UPI,672,1,3.6,69.1,3,0,0
C101558,2023-09-20,,East,31,Premium,5G,Month-to-Month,Net Banking,2047,0,4.9,139.2,3,1,0
C101559,2024-03-26,2025-05-12,West,43,Basic,5G,Month-to-Month,Net Banking,761,2,3.3,15.1,3,4,1
C101560,2025-09-03,,Central,58,Standard,Broadband,1 Year,UPI,852,2,3.5,51.4,1,0,0
C101561,2025-02-02,,East,60,Basic,5G,Month-to-Month,Auto-debit,679,1,4.7,31.0,2,2,0
C101562,2025-05-06,,Central,34,Basic,5G,Month-to-Month,UPI,483,2,2.0,59.2,0,0,0
C101563,2025-12-06,,Central,42,Premium,Fiber,Month-to-Month,UPI,1676,2,4.7,45.2,1,0,0
C101564,2023-08-14,,West,49,Standard,Fiber,2 Year,Net Banking,1068,4,1.0,84.8,1,2,0
C101565,2025-01-13,2025-07-01,East,47,Standard,5G,1 Year,Net Banking,1067,2,2.7,101.3,1,1,1
C101566,2023-11-16,2024-10-05,North,36,Standard,5G,Month-to-Month,Net Banking,1159,5,2.2,,2,2,1
C101567,2022-10-02,2024-03-11,North,39,Standard,5G,Month-to-Month,Net Banking,1149,2,2.2,70.6,2,4,1
C101568,2023-04-02,,East,37,Standard,5G,2 Year,Net Banking,1145,0,3.7,32.9,2,0,0
C101569,2022-03-09,,East,35,Premium,5G,Month-to-Month,Auto-debit,2186,2,3.5,103.7,4,0,0
C101570,2025-05-16,,South,34,Standard,Broadband,1 Year,Credit Card,908,4,3.3,154.0,1,0,0
C101571,2025-02-09,,East,37,Standard,Broadband,1 Year,Credit Card,827,1,4.0,54.7,0,1,0
C101572,2024-10-15,,East,33,Standard,Fiber,1 Year,Auto-debit,1257,0,3.9,219.3,3,0,0
C101573,2022-02-20,,West,24,Standard,Broadband,Month-to-Month,UPI,885,2,4.1,110.6,1,1,0
C101574,2024-08-03,,North,48,Standard,Broadband,2 Year,Auto-debit,1254,2,3.8,68.6,4,0,0
C101575,2023-01-08,2025-08-11,South,44,Standard,Fiber,Month-to-Month,UPI,1191,1,3.3,82.5,3,1,1
C101576,2024-01-06,2025-03-14,West,61,Standard,Fiber,Month-to-Month,Credit Card,974,4,2.9,88.9,1,1,1
